protein_id	beg	end	prokka_function
PDPDEDFA_01821	15814	16258	hypothetical protein
PDPDEDFA_01822	16354	17431	hypothetical protein
PDPDEDFA_01823	253	892	putative fused nickel transport protein LarMN
PDPDEDFA_01824	1070	1409	hypothetical protein
PDPDEDFA_01825	1557	2322	Energy-coupling factor transporter transmembrane protein EcfT
PDPDEDFA_01826	2493	3312	Energy-coupling factor transporter ATP-binding protein EcfA1
PDPDEDFA_01827	21	606	hypothetical protein
PDPDEDFA_01828	683	3011	hypothetical protein
PDPDEDFA_01829	3072	3483	4-amino-4-deoxy-L-arabinose-phosphoundecaprenol flippase subunit ArnE
PDPDEDFA_01830	3532	5068	hypothetical protein
PDPDEDFA_01831	5280	6921	hypothetical protein
PDPDEDFA_01832	7216	8194	hypothetical protein
PDPDEDFA_01833	8208	9783	hypothetical protein
PDPDEDFA_01834	10014	10266	hypothetical protein
PDPDEDFA_01835	10492	11374	N-acetylglucosaminyl-diphospho-decaprenol L-rhamnosyltransferase
PDPDEDFA_01836	11405	12533	GDP-mannose 4,6-dehydratase
PDPDEDFA_01837	12529	13645	UTP--glucose-1-phosphate uridylyltransferase
PDPDEDFA_01838	13830	14802	GDP-mannose 4,6-dehydratase
PDPDEDFA_01839	14820	16431	Phosphoglucomutase
PDPDEDFA_01840	16475	17549	hypothetical protein
PDPDEDFA_01841	17572	18829	Adenosylhomocysteinase
PDPDEDFA_01842	19035	20124	Methylthioribose-1-phosphate isomerase
PDPDEDFA_01843	20369	20717	UTP--glucose-1-phosphate uridylyltransferase
PDPDEDFA_01844	20722	21487	UTP--glucose-1-phosphate uridylyltransferase
PDPDEDFA_01845	21492	22431	hypothetical protein
PDPDEDFA_01846	22435	22732	hypothetical protein
PDPDEDFA_01847	22900	23503	Ribosome hibernation promotion factor
PDPDEDFA_01848	23698	26293	Protein translocase subunit SecA 1
PDPDEDFA_01849	26535	27423	Peptide chain release factor 2
PDPDEDFA_01850	27437	28124	Cell division ATP-binding protein FtsE
PDPDEDFA_01851	28120	29032	Cell division protein FtsX
PDPDEDFA_01852	29204	30428	hypothetical protein
PDPDEDFA_01853	30501	31755	hypothetical protein
PDPDEDFA_01854	31836	32325	SsrA-binding protein
PDPDEDFA_01856	33143	34211	ATP/GTP phosphatase
PDPDEDFA_01857	34845	36672	Putative multidrug export ATP-binding/permease protein
PDPDEDFA_01858	36879	38607	hypothetical protein
PDPDEDFA_01859	38825	39221	hypothetical protein
PDPDEDFA_01860	39239	39410	hypothetical protein
PDPDEDFA_01861	39418	39940	hypothetical protein
PDPDEDFA_01862	39965	40451	hypothetical protein
PDPDEDFA_01863	804	1167	hypothetical protein
PDPDEDFA_01864	1816	4240	Lon protease
PDPDEDFA_01865	4559	6521	putative ABC transporter ATP-binding protein YheS
PDPDEDFA_01866	6722	8429	Bifunctional purine biosynthesis protein PurH
PDPDEDFA_01867	8759	9512	Sensor histidine kinase RcsC
PDPDEDFA_01868	9498	11907	Sensor histidine kinase RcsC
PDPDEDFA_01869	12092	13694	Ribonuclease
PDPDEDFA_01870	14422	14740	hypothetical protein
PDPDEDFA_01871	14904	16014	3'-5' exoribonuclease YhaM
PDPDEDFA_01872	16019	16841	5'-nucleotidase SurE
PDPDEDFA_01873	16863	18159	Enolase
PDPDEDFA_01874	18441	19443	hypothetical protein
PDPDEDFA_01875	19596	20529	hypothetical protein
PDPDEDFA_01876	20765	21455	RNA polymerase sigma factor SigI7
PDPDEDFA_01877	21454	22450	hypothetical protein
PDPDEDFA_01878	22465	23122	hypothetical protein
PDPDEDFA_01879	23266	23884	Protein GrpE
PDPDEDFA_01880	24078	24639	hypothetical protein
PDPDEDFA_01881	24696	25761	N-acetylmuramoyl-L-alanine amidase CwlM
PDPDEDFA_01882	25974	26253	Ferredoxin--NADP reductase
PDPDEDFA_01883	26207	26903	Thioredoxin reductase
PDPDEDFA_01884	27078	27315	hypothetical protein
PDPDEDFA_01885	27662	28544	putative formate transporter 1
PDPDEDFA_01886	28643	29714	Molybdenum cofactor guanylyltransferase
PDPDEDFA_01887	29724	29829	hypothetical protein
PDPDEDFA_01888	30093	30471	hypothetical protein
PDPDEDFA_01889	1228	2767	hypothetical protein
PDPDEDFA_01890	2871	4020	N-acetyl-alpha-D-glucosaminyl L-malate synthase
PDPDEDFA_01891	4237	4951	N-acetyl-alpha-D-glucosaminyl L-malate deacetylase 1
PDPDEDFA_01892	5194	6946	Putative cysteine ligase BshC
PDPDEDFA_01893	7919	8849	Branched-chain-amino-acid aminotransferase
PDPDEDFA_01894	8853	9687	hypothetical protein
PDPDEDFA_01895	97	289	hypothetical protein
PDPDEDFA_01896	375	897	hypothetical protein
PDPDEDFA_01897	1111	1780	Phage shock protein A
PDPDEDFA_01898	1969	2761	hypothetical protein
PDPDEDFA_01899	2846	3725	hypothetical protein
PDPDEDFA_01900	3918	4716	hypothetical protein
PDPDEDFA_01901	4999	5986	hypothetical protein
PDPDEDFA_01902	6176	7376	Alpha-monoglucosyldiacylglycerol synthase
PDPDEDFA_01903	7443	8628	Alpha-monoglucosyldiacylglycerol synthase
PDPDEDFA_01904	8617	9316	hypothetical protein
PDPDEDFA_01905	9695	10682	hypothetical protein
PDPDEDFA_01906	10701	11499	hypothetical protein
PDPDEDFA_01907	11764	12748	Xylose isomerase
PDPDEDFA_01908	12854	14015	hypothetical protein
PDPDEDFA_01909	14035	14551	hypothetical protein
PDPDEDFA_01910	14716	15679	DegV domain-containing protein
PDPDEDFA_01911	15756	16818	hypothetical protein
PDPDEDFA_01912	16820	17747	Methionine synthase
PDPDEDFA_01913	131	1100	hypothetical protein
PDPDEDFA_01914	1600	1888	hypothetical protein
PDPDEDFA_01915	1935	2283	Endoribonuclease EndoA
PDPDEDFA_01916	2404	2803	hypothetical protein
PDPDEDFA_01917	3108	3780	hypothetical protein
PDPDEDFA_01918	4029	4848	hypothetical protein
PDPDEDFA_01919	4855	5083	hypothetical protein
PDPDEDFA_01920	5462	5750	Carbon dioxide-concentrating mechanism protein CcmK
PDPDEDFA_01921	5898	6645	3-oxoacyl-[acyl-carrier-protein] reductase FabG
PDPDEDFA_01922	6749	8387	Caffeate CoA-transferase
PDPDEDFA_01923	8716	9475	putative HTH-type transcriptional regulator YdjF
PDPDEDFA_01924	9480	9963	hypothetical protein
PDPDEDFA_01925	10002	10269	Carbon dioxide concentrating mechanism protein CcmL
PDPDEDFA_01926	10273	11716	Electron transport complex subunit RsxC
PDPDEDFA_01927	11997	12357	hypothetical protein
PDPDEDFA_01928	12642	13527	Methylthioribulose-1-phosphate dehydratase
PDPDEDFA_01929	13616	13895	Propanediol utilization protein PduA
PDPDEDFA_01930	13959	15087	hypothetical protein
PDPDEDFA_01931	15417	16848	Aldehyde-alcohol dehydrogenase
PDPDEDFA_01932	17018	17360	hypothetical protein
PDPDEDFA_01933	17419	17968	hypothetical protein
PDPDEDFA_01934	18408	19686	Lactate racemase
PDPDEDFA_01936	20504	21800	hypothetical protein
PDPDEDFA_01937	22016	22346	hypothetical protein
PDPDEDFA_01938	22554	22893	hypothetical protein
PDPDEDFA_01939	23162	24539	putative FAD-linked oxidoreductase
PDPDEDFA_01940	24567	25869	EtfAB:quinone oxidoreductase
PDPDEDFA_01941	26194	26620	Glycine cleavage system H protein
PDPDEDFA_01942	26622	28557	Na(+)-translocating NADH-quinone reductase subunit F
PDPDEDFA_01943	28366	28759	hypothetical protein
PDPDEDFA_01944	125	551	hypothetical protein
PDPDEDFA_01945	561	753	hypothetical protein
PDPDEDFA_01946	836	1529	hypothetical protein
PDPDEDFA_01947	1733	2240	hypothetical protein
PDPDEDFA_01948	2301	3663	Multidrug export protein MepA
PDPDEDFA_01949	3886	4417	hypothetical protein
PDPDEDFA_01950	4439	4727	hypothetical protein
PDPDEDFA_01951	4919	6119	hypothetical protein
PDPDEDFA_01952	6679	7411	Deaminated glutathione amidase
PDPDEDFA_01953	7436	8687	Tetracycline resistance protein, class C
PDPDEDFA_01954	8693	9104	Trk system potassium uptake protein TrkA
PDPDEDFA_01955	9114	9762	Trk system potassium uptake protein TrkA
PDPDEDFA_01956	10024	12829	Calcium-transporting ATPase
PDPDEDFA_01957	13182	14805	Pyruvate kinase
PDPDEDFA_01959	14971	16195	L-2-hydroxyglutarate oxidase LhgO
PDPDEDFA_01960	16184	17201	hypothetical protein
PDPDEDFA_01961	17603	18164	hypothetical protein
PDPDEDFA_01962	18328	19558	hypothetical protein
PDPDEDFA_01963	20061	21411	Adaptive-response sensory-kinase SasA
PDPDEDFA_01964	21420	22107	Transcriptional activator protein CzcR
PDPDEDFA_01965	22806	23208	HTH-type transcriptional repressor NsrR
PDPDEDFA_01966	23755	28012	hypothetical protein
PDPDEDFA_01967	28743	30351	hypothetical protein
PDPDEDFA_01968	286	760	hypothetical protein
PDPDEDFA_01969	1169	1451	hypothetical protein
PDPDEDFA_01970	1455	1815	hypothetical protein
PDPDEDFA_01971	2006	3617	hypothetical protein
PDPDEDFA_01972	4341	4962	hypothetical protein
PDPDEDFA_01973	243	555	hypothetical protein
PDPDEDFA_01974	828	1734	hypothetical protein
PDPDEDFA_01975	1743	3093	Chromosomal replication initiator protein DnaA
PDPDEDFA_01976	3494	4607	Beta sliding clamp
PDPDEDFA_01977	4614	5541	hypothetical protein
PDPDEDFA_01978	5572	6478	Pantothenate synthetase
PDPDEDFA_01979	6911	7295	Aspartate 1-decarboxylase
PDPDEDFA_01980	7303	8164	hypothetical protein
PDPDEDFA_01981	8225	9740	hypothetical protein
PDPDEDFA_01982	9780	10695	hypothetical protein
PDPDEDFA_01983	10694	10997	hypothetical protein
PDPDEDFA_01984	11021	11234	hypothetical protein
PDPDEDFA_01985	11375	13586	Protein YhgF
PDPDEDFA_01986	13812	14736	hypothetical protein
PDPDEDFA_01987	14874	16266	Amidophosphoribosyltransferase
PDPDEDFA_01988	16675	17065	hypothetical protein
PDPDEDFA_01989	17089	18043	hypothetical protein
PDPDEDFA_01990	18251	19106	D-tagatose-1,6-bisphosphate aldolase subunit GatY
PDPDEDFA_01991	19436	20003	DNA polymerase III PolC-type
PDPDEDFA_01992	20141	21518	Guanine/hypoxanthine permease PbuG
PDPDEDFA_01993	21905	22814	hypothetical protein
PDPDEDFA_01994	298	1921	Sodium/pantothenate symporter
PDPDEDFA_01995	2379	3135	hypothetical protein
PDPDEDFA_01996	3524	4172	Phosphorylated carbohydrates phosphatase
PDPDEDFA_01997	4334	4610	hypothetical protein
PDPDEDFA_01998	4810	6037	hypothetical protein
PDPDEDFA_01999	6041	7610	NADH peroxidase
PDPDEDFA_02000	7811	8174	hypothetical protein
PDPDEDFA_02001	8654	9134	hypothetical protein
PDPDEDFA_02002	9158	12191	Sensor histidine kinase RcsC
PDPDEDFA_02003	12193	15301	Chemotaxis response regulator protein-glutamate methylesterase
PDPDEDFA_02004	16165	16366	hypothetical protein
PDPDEDFA_02005	16999	17701	DNA-binding response regulator MtrA
PDPDEDFA_02006	17798	20960	Sensor histidine kinase RcsC
PDPDEDFA_02007	21214	21577	hypothetical protein
PDPDEDFA_02008	21895	22258	hypothetical protein
PDPDEDFA_02009	22815	23622	hypothetical protein
PDPDEDFA_02010	23857	24556	hypothetical protein
PDPDEDFA_02011	24922	25549	hypothetical protein
PDPDEDFA_02012	26437	27043	Phosphoribosylglycinamide formyltransferase
PDPDEDFA_02013	27044	28109	Phosphoribosylformylglycinamidine cyclo-ligase
PDPDEDFA_02014	28140	28272	hypothetical protein
PDPDEDFA_02015	28321	29794	Amidophosphoribosyltransferase
PDPDEDFA_02016	29953	33808	Phosphoribosylformylglycinamidine synthase
PDPDEDFA_02017	33871	35173	Adenylosuccinate lyase
PDPDEDFA_02018	35173	35506	hypothetical protein
PDPDEDFA_02019	35681	36602	Transcriptional regulator LytR
PDPDEDFA_02020	36605	37250	Redox-sensing transcriptional repressor Rex
PDPDEDFA_02021	37408	38371	Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE
PDPDEDFA_02022	38920	41860	hypothetical protein
PDPDEDFA_02023	42375	43692	hypothetical protein
PDPDEDFA_02024	44117	44726	Single-stranded DNA-binding protein
PDPDEDFA_02025	44771	45215	hypothetical protein
PDPDEDFA_02026	45202	45664	hypothetical protein
PDPDEDFA_02027	46017	46215	hypothetical protein
PDPDEDFA_02028	46405	47230	hypothetical protein
PDPDEDFA_02029	47222	47996	hypothetical protein
PDPDEDFA_02030	47967	49299	hypothetical protein
PDPDEDFA_02031	49356	50253	hypothetical protein
PDPDEDFA_02032	50396	51188	hypothetical protein
PDPDEDFA_02033	51405	52167	Ubiquinone biosynthesis O-methyltransferase
PDPDEDFA_02034	52307	52820	hypothetical protein
PDPDEDFA_02035	52834	53041	hypothetical protein
PDPDEDFA_02036	342	1173	putative oxidoreductase UxuB
PDPDEDFA_02037	1356	1983	HTH-type transcriptional repressor RspR
PDPDEDFA_02038	1992	2703	L-rhamnose-proton symporter
PDPDEDFA_02039	20	782	Protein TolB
PDPDEDFA_02040	1072	2041	hypothetical protein
PDPDEDFA_02041	2291	3737	Catalase
PDPDEDFA_02042	4382	8315	Error-prone DNA polymerase
PDPDEDFA_02043	416	1400	hypothetical protein
PDPDEDFA_02044	1581	1968	hypothetical protein
PDPDEDFA_02045	2217	2373	hypothetical protein
PDPDEDFA_02046	2912	4415	Hopanoid C-2 methylase
PDPDEDFA_02047	4680	5094	hypothetical protein
PDPDEDFA_02048	5537	6806	Enterobactin exporter EntS
PDPDEDFA_02049	6813	7254	hypothetical protein
PDPDEDFA_02050	7496	8333	hypothetical protein
PDPDEDFA_02051	8786	9542	hypothetical protein
PDPDEDFA_02052	9605	9965	hypothetical protein
PDPDEDFA_02053	54	1176	hypothetical protein
PDPDEDFA_02054	1304	2234	UDP-glucose 4-epimerase
PDPDEDFA_02055	2346	3096	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase
PDPDEDFA_02056	120	1962	hypothetical protein
PDPDEDFA_02057	2496	3273	hypothetical protein
PDPDEDFA_02058	3265	4120	hypothetical protein
PDPDEDFA_02059	4351	5071	Nicotinamide riboside transporter PnuC
PDPDEDFA_02060	5070	6108	Trifunctional NAD biosynthesis/regulator protein NadR
PDPDEDFA_02061	319	589	Carbon dioxide concentrating mechanism protein CcmL
PDPDEDFA_02062	811	1087	hypothetical protein
PDPDEDFA_02063	1186	1390	hypothetical protein
PDPDEDFA_02064	1530	2442	Bifunctional protein FolD protein
PDPDEDFA_02065	2491	4189	Formate--tetrahydrofolate ligase
PDPDEDFA_02066	4452	4986	hypothetical protein
PDPDEDFA_02067	5411	7223	Elongation factor 4
PDPDEDFA_02068	7223	8828	putative lipid II flippase MurJ
PDPDEDFA_02069	8946	9339	30S ribosomal protein S20
PDPDEDFA_02070	9389	10481	hypothetical protein
PDPDEDFA_02071	10521	10794	mRNA interferase toxin YafQ
PDPDEDFA_02072	10786	11056	hypothetical protein
PDPDEDFA_02073	11393	12695	hypothetical protein
PDPDEDFA_02074	12846	14544	hypothetical protein
PDPDEDFA_02075	14621	15593	hypothetical protein
PDPDEDFA_02076	16341	18996	Leucine--tRNA ligase
PDPDEDFA_02077	19208	20033	Ribosomal silencing factor RsfS
PDPDEDFA_02078	20032	22096	hypothetical protein
PDPDEDFA_02079	22085	22964	hypothetical protein
PDPDEDFA_02080	22947	23604	putative nicotinate-nucleotide adenylyltransferase
PDPDEDFA_02081	23622	24879	Gamma-glutamyl phosphate reductase
PDPDEDFA_02082	24914	26060	Glutamate 5-kinase 1
PDPDEDFA_02083	26209	27517	GTPase Obg
PDPDEDFA_02084	27695	28709	hypothetical protein
PDPDEDFA_02085	28756	29140	hypothetical protein
PDPDEDFA_02086	29283	30522	hypothetical protein
PDPDEDFA_02087	30704	32633	hypothetical protein
PDPDEDFA_02088	8	1730	hypothetical protein
PDPDEDFA_02089	2284	3172	Aldo-keto reductase YhdN
PDPDEDFA_02090	3278	4067	hypothetical protein
PDPDEDFA_02091	4417	4600	hypothetical protein
PDPDEDFA_02092	4632	4788	hypothetical protein
PDPDEDFA_02093	5112	5244	hypothetical protein
PDPDEDFA_02094	5372	6176	hypothetical protein
PDPDEDFA_02095	6311	6503	hypothetical protein
PDPDEDFA_02096	6747	7959	hypothetical protein
PDPDEDFA_02097	8137	9118	hypothetical protein
PDPDEDFA_02098	9126	9468	Nitrogen regulatory protein P-II
PDPDEDFA_02099	1426	2515	3-isopropylmalate dehydrogenase
PDPDEDFA_02100	2562	3090	2,3-dimethylmalate dehydratase small subunit
PDPDEDFA_02101	3092	4403	2,3-dimethylmalate dehydratase large subunit
PDPDEDFA_02102	4534	6049	2-isopropylmalate synthase
PDPDEDFA_02103	6066	6549	hypothetical protein
PDPDEDFA_02104	1490	2261	hypothetical protein
PDPDEDFA_02105	2417	4169	hypothetical protein
PDPDEDFA_02106	214	1630	Homoserine O-succinyltransferase
PDPDEDFA_02107	1729	2311	Bifunctional methionine biosynthesis protein MetXA/MetW
PDPDEDFA_02108	2506	3523	hypothetical protein
PDPDEDFA_02109	3706	4522	3-oxoacyl-[acyl-carrier-protein] reductase
PDPDEDFA_02110	4942	5719	Glycerol-3-phosphate regulon repressor
PDPDEDFA_02111	5884	7384	L-Rhamnulokinase
PDPDEDFA_02112	7593	8661	hypothetical protein
PDPDEDFA_02113	8839	9895	hypothetical protein
PDPDEDFA_02114	9949	11446	Ribose import ATP-binding protein RbsA
PDPDEDFA_02115	11447	12449	Ribose import permease protein RbsC
PDPDEDFA_02116	12448	13225	hypothetical protein
PDPDEDFA_02117	13435	14230	hypothetical protein
PDPDEDFA_02118	14240	15236	Xylose isomerase
PDPDEDFA_02119	15250	16288	hypothetical protein
PDPDEDFA_02120	16396	16774	hypothetical protein
PDPDEDFA_02121	16936	17434	hypothetical protein
PDPDEDFA_02122	17781	19575	hypothetical protein
PDPDEDFA_02123	20013	20766	HTH-type transcriptional repressor YvoA
PDPDEDFA_02124	20787	21834	Ethanolamine utilization protein EutD
PDPDEDFA_02125	21830	22856	hypothetical protein
PDPDEDFA_02126	22833	24594	Methylmalonyl-CoA mutase large subunit
PDPDEDFA_02127	24839	25250	Pivalyl-CoA mutase small subunit
PDPDEDFA_02128	25608	26088	hypothetical protein
PDPDEDFA_02129	26105	27392	hypothetical protein
PDPDEDFA_02130	27878	29063	p-aminobenzoyl-glutamate hydrolase subunit B
PDPDEDFA_02131	187	505	30S ribosomal protein S10
PDPDEDFA_02132	741	1365	50S ribosomal protein L3
PDPDEDFA_02133	1412	2051	50S ribosomal protein L4
PDPDEDFA_02134	2037	2328	50S ribosomal protein L23
PDPDEDFA_02135	2362	3193	50S ribosomal protein L2
PDPDEDFA_02136	3205	3505	30S ribosomal protein S19
PDPDEDFA_02137	3520	3925	50S ribosomal protein L22
PDPDEDFA_02138	3924	4596	30S ribosomal protein S3
PDPDEDFA_02139	4608	5031	50S ribosomal protein L16
PDPDEDFA_02140	5049	5247	50S ribosomal protein L29
PDPDEDFA_02141	5258	5516	30S ribosomal protein S17
PDPDEDFA_02142	5617	5986	50S ribosomal protein L14
PDPDEDFA_02143	5998	6310	50S ribosomal protein L24
PDPDEDFA_02144	6309	6852	50S ribosomal protein L5
PDPDEDFA_02145	7075	7477	30S ribosomal protein S8
PDPDEDFA_02146	7700	8255	50S ribosomal protein L6
PDPDEDFA_02147	8265	8625	50S ribosomal protein L18
PDPDEDFA_02148	8707	9187	30S ribosomal protein S5
PDPDEDFA_02149	9247	9772	50S ribosomal protein L15
PDPDEDFA_02150	9792	11055	Protein translocase subunit SecY
PDPDEDFA_02151	11051	11690	Adenylate kinase
PDPDEDFA_02152	11686	12451	Methionine aminopeptidase 1
PDPDEDFA_02153	12840	12999	Translation initiation factor IF-1
PDPDEDFA_02154	13411	13786	30S ribosomal protein S13
PDPDEDFA_02155	13977	14376	30S ribosomal protein S11
PDPDEDFA_02156	14414	15044	30S ribosomal protein S4
PDPDEDFA_02157	15262	16198	DNA-directed RNA polymerase subunit alpha
PDPDEDFA_02158	16281	16635	50S ribosomal protein L17
PDPDEDFA_02159	16807	17554	tRNA pseudouridine synthase A
PDPDEDFA_02160	17729	18173	50S ribosomal protein L13
PDPDEDFA_02161	18195	18591	30S ribosomal protein S9
PDPDEDFA_02162	18604	19699	Ornithine racemase
PDPDEDFA_02163	19710	21159	Phosphoglucosamine mutase
PDPDEDFA_02164	21168	23109	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PDPDEDFA_02165	23226	23628	Holo-[acyl-carrier-protein] synthase
PDPDEDFA_02166	23751	25527	ADP-dependent (S)-NAD(P)H-hydrate dehydratase
PDPDEDFA_02167	25547	26018	Inosine-5'-monophosphate dehydrogenase
PDPDEDFA_02168	26021	27200	Alanine racemase 1
PDPDEDFA_02169	27212	27803	2-amino-4-deoxychorismate dehydrogenase
PDPDEDFA_02170	27873	28209	hypothetical protein
PDPDEDFA_02171	28415	28643	hypothetical protein
PDPDEDFA_02172	29053	29593	hypothetical protein
PDPDEDFA_02173	29632	30316	hypothetical protein
PDPDEDFA_02174	30521	31427	hypothetical protein
PDPDEDFA_02175	31576	32119	hypothetical protein
PDPDEDFA_02176	32166	33966	hypothetical protein
PDPDEDFA_02177	34155	34812	hypothetical protein
PDPDEDFA_02178	34920	35316	hypothetical protein
PDPDEDFA_02179	35637	35745	hypothetical protein
PDPDEDFA_02180	154	301	hypothetical protein
PDPDEDFA_02181	719	1835	Capreomycidine synthase
PDPDEDFA_02182	2025	2823	Exodeoxyribonuclease
PDPDEDFA_02183	2886	3111	hypothetical protein
PDPDEDFA_02184	3255	4443	hypothetical protein
PDPDEDFA_02185	4498	5698	Protein TsgA
PDPDEDFA_02186	5969	7154	Protein TsgA
PDPDEDFA_02187	7335	8523	hypothetical protein
PDPDEDFA_02188	8906	10724	GTP-binding protein TypA/BipA
PDPDEDFA_02189	10720	11656	Dipeptidyl-peptidase 5
PDPDEDFA_02190	380	1742	Tryptophan synthase beta chain
PDPDEDFA_02191	2162	2279	hypothetical protein
PDPDEDFA_02192	2630	3587	Putative signal peptide peptidase SppA
PDPDEDFA_02193	3898	4516	hypothetical protein
PDPDEDFA_02194	706	1480	Glucose-1-phosphate cytidylyltransferase
PDPDEDFA_02195	1742	2642	hypothetical protein
PDPDEDFA_02196	2638	3649	hypothetical protein
PDPDEDFA_02197	192	624	hypothetical protein
PDPDEDFA_02198	785	1919	hypothetical protein
PDPDEDFA_02199	2071	3316	Arginine biosynthesis bifunctional protein ArgJ
PDPDEDFA_02200	3387	4158	2-hydroxyisocaproyl-CoA dehydratase activator
PDPDEDFA_02201	6021	7206	(R)-phenyllactyl-CoA dehydratase beta subunit
PDPDEDFA_02202	7209	7818	hypothetical protein
PDPDEDFA_02203	8057	11147	hypothetical protein
PDPDEDFA_02204	11448	11595	hypothetical protein
PDPDEDFA_02205	11573	12248	Phosphoserine phosphatase 1
PDPDEDFA_02206	12559	12859	30S ribosomal protein S6
PDPDEDFA_02207	12900	13392	Single-stranded DNA-binding protein
PDPDEDFA_02208	13503	13848	30S ribosomal protein S18
PDPDEDFA_02209	13973	14975	hypothetical protein
PDPDEDFA_02210	15066	15636	50S ribosomal protein L9
PDPDEDFA_02211	15760	17158	Replicative DNA helicase
PDPDEDFA_02212	17193	18522	Adenylosuccinate synthetase
PDPDEDFA_02213	18699	20160	Phosphoribosylamine--glycine ligase
PDPDEDFA_02214	20159	20621	N5-carboxyaminoimidazole ribonucleotide mutase
PDPDEDFA_02215	20980	22975	hypothetical protein
PDPDEDFA_02216	22958	25997	hypothetical protein
PDPDEDFA_02217	26471	27251	Phosphate import ATP-binding protein PstB 3
PDPDEDFA_02218	27375	27840	Transcription elongation factor GreA
PDPDEDFA_02219	27921	29472	Lysine--tRNA ligase
PDPDEDFA_02220	29730	30282	Protein-arginine kinase activator protein
PDPDEDFA_02221	30324	31428	Protein-arginine kinase
PDPDEDFA_02222	31420	33883	ATP-dependent Clp protease ATP-binding subunit ClpC1
PDPDEDFA_02223	33902	35012	DNA integrity scanning protein DisA
PDPDEDFA_02224	35068	35785	2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
PDPDEDFA_02225	35802	36330	2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase
PDPDEDFA_02226	36680	38363	Glutamyl-Q tRNA(Asp) synthetase
PDPDEDFA_02227	38542	39214	Serine acetyltransferase
PDPDEDFA_02228	39216	40698	Cysteine--tRNA ligase
PDPDEDFA_02229	40657	41698	23S rRNA (guanosine-2'-O-)-methyltransferase RlmB
PDPDEDFA_02230	41694	42222	hypothetical protein
PDPDEDFA_02231	42394	43567	hypothetical protein
PDPDEDFA_02232	43702	44236	hypothetical protein
PDPDEDFA_02233	44402	45746	Biotin carboxylase
PDPDEDFA_02234	45930	47880	2-oxoglutarate carboxylase large subunit
PDPDEDFA_02235	47876	48551	hypothetical protein
PDPDEDFA_02236	48964	50116	putative acyl-CoA dehydrogenase fadE25
PDPDEDFA_02237	8	629	Narbonolide/10-deoxymethynolide synthase PikA2, modules 3 and 4
PDPDEDFA_02238	897	2349	hypothetical protein
PDPDEDFA_02239	3008	3191	hypothetical protein
PDPDEDFA_02240	3208	3760	hypothetical protein
PDPDEDFA_02241	4032	4983	Daunorubicin/doxorubicin resistance ATP-binding protein DrrA
PDPDEDFA_02242	4979	5750	hypothetical protein
PDPDEDFA_02243	5890	6496	hypothetical protein
PDPDEDFA_02244	6824	7484	putative metallo-hydrolase YflN
PDPDEDFA_02245	7599	8211	hypothetical protein
PDPDEDFA_02246	20	386	hypothetical protein
PDPDEDFA_02247	953	1676	IS21 family transposase ISCth12
PDPDEDFA_02248	1669	2815	hypothetical protein
PDPDEDFA_02249	667	1240	hypothetical protein
PDPDEDFA_02250	1265	1766	hypothetical protein
PDPDEDFA_02251	1888	2212	hypothetical protein
PDPDEDFA_02252	2505	2736	hypothetical protein
PDPDEDFA_02253	2902	3814	hypothetical protein
PDPDEDFA_02257	4884	5319	hypothetical protein
PDPDEDFA_02258	5391	5784	hypothetical protein
PDPDEDFA_02259	5964	8397	DNA gyrase subunit A
PDPDEDFA_02260	8621	10535	DNA gyrase subunit B
PDPDEDFA_02261	10812	11151	hypothetical protein
PDPDEDFA_02262	11368	12580	putative iron-sulfur-binding oxidoreductase FadF
PDPDEDFA_02263	12566	13451	hypothetical protein
PDPDEDFA_02264	13537	14929	DNA replication and repair protein RecF
PDPDEDFA_02265	15085	15340	hypothetical protein
PDPDEDFA_02266	15756	16554	Dihydroanticapsin 7-dehydrogenase
PDPDEDFA_02267	16801	17530	Epoxyqueuosine reductase
PDPDEDFA_02268	17829	18558	hypothetical protein
PDPDEDFA_02269	18743	21938	hypothetical protein
PDPDEDFA_02270	21941	22319	hypothetical protein
PDPDEDFA_02271	266	698	hypothetical protein
PDPDEDFA_02272	936	1908	hypothetical protein
PDPDEDFA_02273	2224	2884	Ktr system potassium uptake protein A
PDPDEDFA_02274	2888	4178	Ktr system potassium uptake protein B
PDPDEDFA_02275	4709	5291	Protein archease
PDPDEDFA_02276	5438	6893	RNA-splicing ligase RtcB
PDPDEDFA_02277	7316	8537	2-isopropylmalate synthase
PDPDEDFA_02278	8536	9706	2-isopropylmalate synthase
PDPDEDFA_02279	9982	11236	2,3-dimethylmalate dehydratase large subunit
PDPDEDFA_02280	11241	11808	2,3-dimethylmalate dehydratase small subunit
PDPDEDFA_02281	11804	12896	Isocitrate dehydrogenase [NADP]
PDPDEDFA_02282	271	964	hypothetical protein
PDPDEDFA_02283	3174	5505	hypothetical protein
PDPDEDFA_02284	5624	8753	hypothetical protein
PDPDEDFA_02285	8880	11208	hypothetical protein
PDPDEDFA_02286	11342	14423	hypothetical protein
PDPDEDFA_02287	14896	16222	hypothetical protein
PDPDEDFA_02288	16571	18089	Glutamyl-tRNA(Gln) amidotransferase subunit A
