genome_name	original_name	genome_size	completeness	redundancy	taxonomy	gtdb_taxonomy	filename
bacteria23259	K_DeepCast_100m_m2_305	3.63	92.72727272727273	4.02020202020202	Chloroflexi	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__	bacteria23259.fna
bacteria23260	K_DeepCast_100m_m2_324	 5.9	80.75268817204301	1.3364055299539168	Deltaepsilon	d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__	bacteria23260.fna
bacteria23263	K_DeepCast_100m_mx_276	4.08	80.3225806451613	3.225806451612903	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	bacteria23263.fna
bacteria23265	K_DeepCast_150m_m1_199	4.71	97.09677419354838	0.035842293906810034	Deltaepsilon	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	bacteria23265.fna
bacteria23266	K_DeepCast_150m_m2_056	2.13	90.04237288135593	2.8954802259887003	Firmicutes	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__	bacteria23266.fna
bacteria23267	K_DeepCast_150m_m2_113	3.56	85.29339477726575	7.800819252432156	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	bacteria23267.fna
bacteria23268	K_DeepCast_150m_m2_257	4.09	81.44802867383513	8.410138248847925	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	bacteria23268.fna
bacteria23272	K_DeepCast_300m_mx_218	4.48	59.61392729134664	7.043010752688171	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	bacteria23272.fna
bacteria23273	KMBP001A.bins.104.contigs	5.01	93.24324324324324	4.321905025229833		d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	bacteria23273.fna
bacteria23274	KMBP001A.bins.119.contigs	1.55	63.623678025851945	4.74960254372019	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	bacteria23274.fna
bacteria23275	KMBP001A.bins.152_sub.contigs	8.02	93.54133545310016	5.391062417916638	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	bacteria23275.fna
bacteria23276	KMBP001A.bins.171.contigs	4.35	90.7706093189964	3.0824372759856633	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	bacteria23276.fna
bacteria23278	KMBP001A.bins.55.contigs	 1.9	92.02279202279202	2.849002849002849	Margulisbacteria	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__;f__;g__;s__	bacteria23278.fna
bacteria23279	KMBP001A.bins.57_sub.contigs	2.65	95	1.8181818181818181	Actinobacteria	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	bacteria23279.fna
bacteria23280	KMBP001A.conconct.178.contigs	 2.3	84.9290780141844	2.5531914893617023	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__;g__;s__	bacteria23280.fna
bacteria23281	KMBP001A.conconct.74.contigs	3.89	97.00716845878135	2.6881720430107525	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	bacteria23281.fna
bacteria23282	KMBP001A.conconct.76.contigs	2.96	77.89042498719918	3.118279569892473	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	bacteria23282.fna
bacteria23286	KMBP001B.bins.117_sub.contigs	5.34	79.95495495495494	1.6891891891891893	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	bacteria23286.fna
bacteria23287	KMBP001B.bins.173_sub.contigs	4.14	87.767735766457	4.279279279279279	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	bacteria23287.fna
bacteria23288	KMBP001B.conconct.1.contigs	2.44	83.30645161290323	5.744489641471951	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	bacteria23288.fna
bacteria23290	KMBP001B.conconct.70.contigs	3.39	78.5525321239607	4.199735449735449	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	bacteria23290.fna
bacteria23291	KMBP001C.conconct.164.contigs	2.44	78.88771954718884	4.151491501907736	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	bacteria23291.fna
bacteria23292	KMBP001C.maxbin_bins.042.contigs	2.45	70.70945945945945	8.108108108108109	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	bacteria23292.fna
bacteria23293	KMBP001C.maxbin_bins.066.contigs	5.56	97.831541218638	2.813620071684588	Betaproteobacteria	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	bacteria23293.fna
bacteria23294	KMBP001D.bins.10_sub.contigs	5.37	97.29729729729729	6.418918918918919	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	bacteria23294.fna
bacteria23295	KMBP001D.bins.11_sub.contigs	 2.2	68.8871473354232	5.172413793103448	Taylorbacteria	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Taylorbacteraceae;g__;s__	bacteria23295.fna
bacteria23296	KMBP001D.bins.43.contigs	1.78	95.43952412425644	2.247191011235955	Firestonebacteria	d__Bacteria;;c__;o__;f__;g__;s__	bacteria23296.fna
bacteria23298	KMBP001D.conconct.185.contigs	1.86	64.14909171022852	2.808988764044944	Margulisbacteria	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__;f__;g__;s__	bacteria23298.fna
bacteria23301	KMBP001E.bins.147.contigs	3.33	95.94594594594595	1.4308426073131957	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	bacteria23301.fna
bacteria23302	KMBP001E.bins.170_sub.contigs	5.38	79.65484666251929	5.172461464021566	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	bacteria23302.fna
bacteria23303	KMBP001E.bins.221.contigs	3.69	95.94594594594595	0.7050528789659224	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	bacteria23303.fna
bacteria23304	KMBP001E.bins.33.contigs	 3.5	94.51612903225806	0	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	bacteria23304.fna
bacteria23305	KMBP001E.bins.84.contigs	3.89	94.51612903225806	2.972350230414747	Deltaproteobacteria	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	bacteria23305.fna
bacteria23306	KMBP001E.conconct.133_sub.contigs	6.67	90.04372019077901	2.2087624709108082	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	bacteria23306.fna
bacteria23308	KMBP001E.maxbin_bins.227_sub.contigs	3.32	81.96236559139784	8.435972629521018	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__;s__	bacteria23308.fna
bacteria23311	M_DeepCast_400m_m1_331	3.68	64.08090117767537	1.4746543778801842	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__	bacteria23311.fna
bacteria23313	M_DeepCast_400m_m2_100	3.25	92.24305106658048	3.4612446377152257	Eisenbacteria	d__Bacteria;;c__;o__;f__;g__;s__	bacteria23313.fna
bacteria23314	M_DeepCast_400m_m2_133	1.45	50.71225071225071	0.9081196581196581	Aminicedantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__	bacteria23314.fna
bacteria23315	M_DeepCast_400m_m2_244	3.45	81.88034188034187	5.235042735042735	Aminicendantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	bacteria23315.fna
bacteria23317	M_DeepCast_400m_m2_293	2.44	80.10090218423551	3.89363722697056	Aminicendantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__	bacteria23317.fna
