genome_name	original_name	genome_size	completeness	redundancy	NCBI_taxonomy	gtdb_taxonomy	GTDB_phylum	NCBI_phylum
bacteria21102	GCA_003163755.1	3.28	93.38709677	1.326164875	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21130	GCA_003164335.1	3.81	97.73755656	2.197802198	Fibrobacteres bacterium	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__	Fibrobacterota	Fibrobacteres
bacteria21162	GCA_003165055.1	3.42	96.4516129	1.326164875	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21165	GCA_003165115.1	3.91	77.97619048	3.361344538	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__;g__;s__	Desulfobacterota_B	Deltaproteobacteria
bacteria21170	GCA_003165235.1	7.07	95.82437276	6.465437788	Syntrophobacteraceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21187	GCA_003165595.1	5.39	98.83645766	1.648351648	Fibrobacteres bacterium	d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__	Fibrobacterota	Fibrobacteres
bacteria21197	GCA_003165815.1	2.76	77.92114695	1.6359447	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21230	GCA_003166505.1	3.13	88.06451613	1.326164875	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21278	GCA_003167475.1	2.75	85.24004086	2.247191011	candidate division FCPU426 bacterium	d__Bacteria;;c__;o__;f__;g__;s__		FCPU426
bacteria21335	GCA_003168735.1	3.16	91.93548387	1.971326165	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	Desulfobacterota	Deltaproteobacteria
bacteria21351	GCA_003169075.1	3.15	90.50179211	2.209421403	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__	Desulfobacterota	Deltaproteobacteria
bacteria21399	GCA_003170055.1	2.7	88.78787879	0.909090909	Nitrospiraceae bacterium	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	Nitrospirota	Nitrospirae
bacteria21401	GCA_003170115.1	4.08	84.9772549	2.4	Spirochaetaceae bacterium	d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__	Spirochaetota	Spirochaetes
bacteria21402	GCA_003170135.1	5.8	96.48622982	6.267806268	Acidobacteria bacterium	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	Acidobacteriota	Acidobacteria
bacteria21447	GCA_003171175.1	3.76	93.84331797	2.795698925	Syntrophaceae bacterium	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria21452	GCA_003171275.1	5.82	94.63437797	7.122507123	Acidobacteria bacterium	d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__	Acidobacteriota	Acidobacteria
bacteria22278	GCA_003574175.1	3.73	100	0	Geobacter sulfurreducens 	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__	Desulfuromonadota	Deltaproteobacteria
bacteria22395	GCA_003612835.1	2.97	97.31543624	0.33557047	Ethanoligenens harbinense 	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	Firmicutes_A	Firmicutes
bacteria22396	GCA_003612855.1	3.1	97.31543624	0.33557047	Ethanoligenens harbinense 	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__	Firmicutes_A	Firmicutes
bacteria22930	GCA_900217235.1	4.22	100	0	Pseudodesulfovibrio profundus 	d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__	Desulfobacterota	Deltaproteobacteria
bacteria23257	K_DeepCast_100m_m1_199	3.97	85.66308244	3.727598566		d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23258	K_DeepCast_100m_m2_162	3.13	74.61062235	3.691756272	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	Bacteroidota	Bacteroidetes
bacteria23259	K_DeepCast_100m_m2_305	3.63	92.72727273	4.02020202	Chloroflexi	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__	Chloroflexota	Chloroflexi
bacteria23260	K_DeepCast_100m_m2_324	5.9	80.75268817	1.33640553	Deltaepsilon	d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria23263	K_DeepCast_100m_mx_276	4.08	80.32258065	3.225806452	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23264	K_DeepCast_1200m_m2_098	3.8	84.96676163	13.43779677	Aminicendantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	Acidobacteriota	Acidobacteria
bacteria23265	K_DeepCast_150m_m1_199	4.71	97.09677419	0.035842294	Deltaepsilon	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23266	K_DeepCast_150m_m2_056	2.13	90.04237288	2.895480226	Firmicutes	d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__	Firmicutes_D	Firmicutes
bacteria23267	K_DeepCast_150m_m2_113	3.56	85.29339478	7.800819252	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	Desulfobacterota	Deltaproteobacteria
bacteria23268	K_DeepCast_150m_m2_257	4.09	81.44802867	8.410138249	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23269	K_DeepCast_250m_m2_089	4.19	85.92677931	13.40143369	DPANN	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23270	K_DeepCast_250m_m2_131	3.93	71.31844763	17.65550239	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23271	K_DeepCast_300m_m1_095	0.929	26.89715335	1.818181818	Actinobacteria	d__Bacteria;p__Actinobacteriota;c__RBG-13-55-18;o__;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria23272	K_DeepCast_300m_mx_218	4.48	59.61392729	7.043010753	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23273	KMBP001A.bins.104.contigs	5.01	93.24324324	4.321905025		d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Verrucomicrobiota	Verrucomicrobia
bacteria23274	KMBP001A.bins.119.contigs	1.55	63.62367803	4.749602544	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23275	KMBP001A.bins.152_sub.contigs	8.02	93.54133545	5.391062418	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23276	KMBP001A.bins.171.contigs	4.35	90.77060932	3.082437276	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	Bacteroidota	Bacteroidetes
bacteria23277	KMBP001A.bins.32_sub.contigs	3.17	77.48847926	18.30261137	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23278	KMBP001A.bins.55.contigs	1.9	92.02279202	2.849002849	Margulisbacteria	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__;f__;g__;s__	Margulisbacteria	Margulisbacteria
bacteria23279	KMBP001A.bins.57_sub.contigs	2.65	95	1.818181818	Actinobacteria	d__Bacteria;p__Actinobacteriota;c__UBA1414;o__UBA1414;f__;g__;s__	Actinobacteriota	Actinobacteria
bacteria23280	KMBP001A.conconct.178.contigs	2.3	84.92907801	2.553191489	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Saccharofermentanales;f__;g__;s__	Firmicutes_A	Firmicutes
bacteria23281	KMBP001A.conconct.74.contigs	3.89	97.00716846	2.688172043	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	Bacteroidota	Bacteroidetes
bacteria23282	KMBP001A.conconct.76.contigs	2.96	77.89042499	3.11827957	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobacteria;o__Desulfobacterales;f__Desulfobacteraceae;g__Desulfobacula;s__	Desulfobacterota	Deltaproteobacteria
bacteria23283	KMBP001A.maxbin_bins.037_sub.contigs	8.28	89.63963964	35.62648326	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23284	KMBP001A.maxbin_bins.055_sub.contigs	5.73	92.56756757	10.42156287	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23285	KMBP001A.maxbin_bins.087_sub.contigs	6.04	90.27752817	20.88963964	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23286	KMBP001B.bins.117_sub.contigs	5.34	79.95495495	1.689189189	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23287	KMBP001B.bins.173_sub.contigs	4.14	87.76773577	4.279279279	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23288	KMBP001B.conconct.1.contigs	2.44	83.30645161	5.744489641	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	Firmicutes_A	Firmicutes
bacteria23289	KMBP001B.conconct.21.contigs	0.917	41.33423202	1.344086022	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__;g__;s__	Firmicutes_A	Firmicutes
bacteria23290	KMBP001B.conconct.70.contigs	3.39	78.55253212	4.19973545	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfobulbia;o__Desulfobulbales;f__Desulfocapsaceae;g__Desulforhopalus;s__	Desulfobacterota	Deltaproteobacteria
bacteria23291	KMBP001C.conconct.164.contigs	2.44	78.88771955	4.151491502	Clostridiales	d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Christensenellales;f__CAG-138;g__UBA7703;s__	Firmicutes_A	Firmicutes
bacteria23292	KMBP001C.maxbin_bins.042.contigs	2.45	70.70945946	8.108108108	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23293	KMBP001C.maxbin_bins.066.contigs	5.56	97.83154122	2.813620072		d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__	Bacteroidota	Bacteroidetes
bacteria23294	KMBP001D.bins.10_sub.contigs	5.37	97.2972973	6.418918919	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23295	KMBP001D.bins.11_sub.contigs	2.2	68.88714734	5.172413793	Taylorbacteria	d__Bacteria;p__Patescibacteria;c__Paceibacteria;o__UBA9983;f__Taylorbacteraceae;g__;s__	Patescibacteria	Taylorbacteria
bacteria23296	KMBP001D.bins.43.contigs	1.78	95.43952412	2.247191011	Firestonebacteria	d__Bacteria;;c__;o__;f__;g__;s__		Firestonebacteria
bacteria23297	KMBP001D.conconct.16.contigs	2.3	81.70571476	11.45550528		d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	Halobacterota	Euryarchaeota
bacteria23298	KMBP001D.conconct.185.contigs	1.86	64.14909171	2.808988764	Margulisbacteria	d__Bacteria;p__Margulisbacteria;c__GWF2-35-9;o__;f__;g__;s__	Margulisbacteria	Margulisbacteria
bacteria23299	KMBP001D.conconct.188_sub.contigs	7.74	64.77080021	23.58108108	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23300	KMBP001D.maxbin_bins.164_sub.contigs	5.29	62.87199181	11.83154122	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__UBA9042;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria23301	KMBP001E.bins.147.contigs	3.33	95.94594595	1.430842607	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23302	KMBP001E.bins.170_sub.contigs	5.38	79.65484666	5.172461464	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23303	KMBP001E.bins.221.contigs	3.69	95.94594595	0.705052879	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__UBA8416;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23304	KMBP001E.bins.33.contigs	3.5	94.51612903	0	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23305	KMBP001E.bins.84.contigs	3.89	94.51612903	2.97235023	Deltaproteobacteria	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	Desulfuromonadota	Deltaproteobacteria
bacteria23306	KMBP001E.conconct.133_sub.contigs	6.67	90.04372019	2.208762471	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__RFP12;f__UBA1067;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23307	KMBP001E.conconct.65_sub.contigs	5.63	83.15779014	41.25840994	Lentisphaerae	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellae;o__Kiritimatiellales;f__;g__;s__	Verrucomicrobiota	Lentisphaerae
bacteria23308	KMBP001E.maxbin_bins.227_sub.contigs	3.32	81.96236559	8.43597263	Bacteroidetes	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__TTA-H9;g__;s__	Bacteroidota	Bacteroidetes
bacteria23309	M_DeepCast_100m_m2_116	4.86	88.60215054	19.46236559	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23311	M_DeepCast_400m_m1_331	3.68	64.08090118	1.474654378	Deltaproteobacteria	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__	Myxococcota	Deltaproteobacteria
bacteria23313	M_DeepCast_400m_m2_100	3.25	92.24305107	3.461244638	Eisenbacteria	d__Bacteria;;c__;o__;f__;g__;s__		Eisenbacteria
bacteria23314	M_DeepCast_400m_m2_133	1.45	50.71225071	0.908119658	Aminicedantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__	Acidobacteriota	Acidobacteria
bacteria23315	M_DeepCast_400m_m2_244	3.45	81.88034188	5.235042735	Aminicendantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__	Acidobacteriota	Acidobacteria
bacteria23316	M_DeepCast_400m_m2_273	4.5	88.45878136	10.91909882	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
bacteria23317	M_DeepCast_400m_m2_293	2.44	80.10090218	3.893637227	Aminicendantes	d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__	Acidobacteriota	Acidobacteria
bacteria23318	M_DeepCast_400m_m2_357	2.89	74.13210445	19.90117768	Deltaproteobacteria	d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__	Desulfobacterota	Deltaproteobacteria
