genome_name	taxonomy
GCA_000016545.1	Caldicellulosiruptor saccharolyticus DSM 8903 
GCA_000016585.1	Shewanella putrefaciens CN-32 
GCA_000016605.1	Metallosphaera sedula DSM 5348 
GCA_000016625.1	Rickettsia massiliae MTU5 
GCA_000016645.1	Flavobacterium johnsoniae UW101 
GCA_000016665.1	Roseiflexus sp. RS-1 
GCA_000016685.1	Actinobacillus pleuropneumoniae serovar 3 str. JL03 
GCA_000016705.1	Dehalococcoides mccartyi BAV1 
GCA_000016725.1	Acidiphilium cryptum JF-5 
GCA_000016745.1	Geobacter uraniireducens Rf4 
GCA_000016765.1	Sphingomonas wittichii RW1 
GCA_000016785.1	Thermotoga petrophila RKU-1 
GCA_000016805.1	Staphylococcus aureus subsp. aureus JH9 
GCA_000016825.1	Lactobacillus reuteri DSM 20016 
GCA_000016845.1	Brucella ovis ATCC 25840 
GCA_000016885.1	Psychrobacter sp. PRwf-1 
GCA_000016905.1	Thermosipho melanesiensis BI429 
GCA_000016925.1	Mycobacterium tuberculosis F11 
GCA_000016945.1	Yersinia pseudotuberculosis IP 31758 
GCA_000016965.1	Clostridium beijerinckii NCIMB 8052 
GCA_000016985.1	Alkaliphilus metalliredigens QYMF 
GCA_000017005.1	Streptococcus gordonii str. Challis substr. CH1 
GCA_000017025.1	Clostridium botulinum A str. ATCC 19397 
GCA_000017045.1	Clostridium botulinum A str. Hall 
GCA_000017065.1	Clostridium botulinum F str. Langeland 
GCA_000017085.1	Staphylococcus aureus subsp. aureus USA300 TCH1516 
GCA_000017105.1	Coxiella burnetii Dugway 5J108-111 
GCA_000017125.1	Staphylococcus aureus subsp. aureus JH1 
GCA_000017145.1	Sinorhizobium medicae WSM419 
GCA_000017165.1	Methanococcus vannielii SB 
GCA_000017185.1	Methanococcus aeolicus Nankai-3 
GCA_000017205.1	Pseudomonas aeruginosa PA7 
GCA_000017225.1	Methanococcus maripaludis C7 
GCA_000017245.1	Actinobacillus succinogenes 130Z 
GCA_000017265.1	Phenylobacterium zucineum HLK1 
GCA_000017285.1	Marinomonas sp. MWYL1 
GCA_000017305.1	Kineococcus radiotolerans SRS30216 = ATCC BAA-149 
GCA_000017325.1	Shewanella baltica OS185 
GCA_000017405.1	Ochrobactrum anthropi ATCC 49188 
GCA_000017425.1	Bacillus cytotoxicus NVH 391-98 
GCA_000017445.3	Rickettsia rickettsii str. Iowa 
GCA_000017465.2	Campylobacter curvus 525.92 
GCA_000017505.1	Anaeromyxobacter sp. Fw109-5 
GCA_000017525.1	Candidatus Sulcia muelleri GWSS 
GCA_000017545.1	Fervidobacterium nodosum Rt17-B1 
GCA_000017565.1	Parvibaculum lavamentivorans DS-1 
GCA_000017585.1	Campylobacter hominis ATCC BAA-381 
GCA_000017605.1	Leptospira biflexa serovar Patoc strain 'Patoc 1 ' 
GCA_000017625.1	Methanoregula boonei 6A8 
GCA_000017645.1	Xanthobacter autotrophicus Py2 
GCA_000017665.1	Cronobacter sakazakii ATCC BAA-894 
GCA_000017685.1	Leptospira biflexa serovar Patoc strain 'Patoc 1 ' 
GCA_000017705.1	Vibrio campbellii ATCC BAA-1116 
GCA_000017725.2	Campylobacter concisus 13826 
GCA_000017745.1	
GCA_000017765.1	Escherichia coli HS 
GCA_000017785.1	Francisella tularensis subsp. holarctica FTNF002-00 
GCA_000017805.1	Roseiflexus castenholzii DSM 13941 
GCA_000017845.1	Cyanothece sp. ATCC 51142 
GCA_000017865.1	Pseudothermotoga lettingae TMO 
GCA_000017885.4	Bacillus pumilus SAFR-032 
GCA_000017945.1	Ignicoccus hospitalis KIN4/I 
GCA_000017965.1	Lysinibacillus sphaericus C3-41 
GCA_000017985.1	Escherichia coli B str. REL606 
GCA_000018005.1	Frankia sp. EAN1pec 
GCA_000018025.1	Shewanella sediminis HAW-EB3 
GCA_000018045.1	Citrobacter koseri ATCC BAA-895 
GCA_000018065.1	Prochlorococcus marinus str. MIT 9215 
GCA_000018085.1	Serratia proteamaculans 568 
GCA_000018105.1	Acaryochloris marina MBIC11017 
GCA_000018125.1	Streptococcus pyogenes NZ131 
GCA_000018145.1	Dinoroseobacter shibae DFL 12 = DSM 16493 
GCA_000018185.1	Streptococcus suis GZ1 
GCA_000018205.1	Rickettsia akari str. Hartford 
GCA_000018225.1	Rickettsia rickettsii str. 'Sheila Smith' 
GCA_000018245.1	Rickettsia bellii OSU 85-389 
GCA_000018265.1	Salinispora arenicola CNS-205 
GCA_000018285.1	Shewanella pealeana ATCC 700345 
GCA_000018305.1	Caldivirga maquilingensis IC-167 
GCA_000018325.1	Alkaliphilus oremlandii OhILAs 
GCA_000018345.1	Mycobacterium marinum M 
GCA_000018365.1	Thermococcus onnurineus NA1 
GCA_000018385.1	Salmonella enterica subsp. enterica serovar Paratyphi C str. RKS4594 
GCA_000018405.1	Desulfococcus oleovorans Hxd3 
GCA_000018425.1	Candidatus Desulforudis audaxviator MP104C 
GCA_000018445.1	Acinetobacter baumannii ACICU 
GCA_000018465.1	Nitrosopumilus maritimus SCM1 
GCA_000018485.1	Methanococcus maripaludis C6 
GCA_000018505.1	Burkholderia multivorans ATCC 17616 
GCA_000018525.1	Brucella canis ATCC 23365 
GCA_000018545.1	Sinorhizobium fredii NGR234 
GCA_000018565.1	Herpetosiphon aurantiacus DSM 785 
GCA_000018605.1	Petrotoga mobilis SJ95 
GCA_000018625.1	
GCA_000018665.1	Delftia acidovorans SPH-1 
GCA_000018685.1	Lachnoclostridium phytofermentans ISDg 
GCA_000018705.1	Salmonella enterica subsp. enterica serovar Paratyphi B str. SPB7 
GCA_000018725.1	Brucella abortus S19 
GCA_000018745.1	Coxiella burnetii RSA 331 
GCA_000018765.1	Shewanella baltica OS195 
GCA_000018785.1	Acholeplasma laidlawii PG-8A 
GCA_000018805.1	Yersinia pestis Angola 
GCA_000018825.1	Bacillus weihenstephanensis KBAB4 
GCA_000018845.1	Methylobacterium extorquens PA1 
GCA_000018865.1	Chloroflexus aurantiacus J-10-fl 
GCA_000018885.1	Renibacterium salmoninarum ATCC 33209 
GCA_000018905.1	Brucella suis ATCC 23445 
GCA_000018925.1	Francisella tularensis subsp. mediasiatica FSC147 
GCA_000018945.1	Thermotoga neapolitana DSM 4359 
GCA_000018965.1	Streptococcus pneumoniae 70585 
GCA_000018985.1	Streptococcus pneumoniae JJA 
GCA_000019005.1	Streptococcus pneumoniae P1031 
GCA_000019025.1	Streptococcus pneumoniae Taiwan19F-14 
GCA_000019045.1	Anoxybacillus flavithermus WK1 
GCA_000019065.1	Thermoanaerobacter sp. X514 
GCA_000019085.1	Thermoanaerobacter pseudethanolicus ATCC 33223 
GCA_000019145.1	Caulobacter sp. K31 
GCA_000019165.1	Heliobacterium modesticaldum Ice1 
GCA_000019185.1	Shewanella halifaxensis HAW-EB4 
GCA_000019205.1	Campylobacter lari RM2100 
GCA_000019225.1	Cellvibrio japonicus Ueda107 
GCA_000019245.3	Lactobacillus paracasei 
GCA_000019265.1	Streptococcus pneumoniae Hungary19A-6 
GCA_000019285.1	Francisella philomiragia subsp. philomiragia ATCC 25017 
GCA_000019305.1	Clostridium botulinum B1 str. Okra 
GCA_000019325.1	Xylella fastidiosa M12 
GCA_000019345.1	Ureaplasma parvum serovar 3 str. ATCC 27815 
GCA_000019365.1	Methylobacterium sp. 4-46 
GCA_000019385.1	Escherichia coli ATCC 8739 
GCA_000019405.1	Haemophilus somnus 2336 
GCA_000019425.1	Escherichia coli str. K-12 substr. DH10B 
GCA_000019465.1	Yersinia pseudotuberculosis YPIII 
GCA_000019485.1	Synechococcus sp. PCC 7002 
GCA_000019505.1	Burkholderia cenocepacia MC0-3 
GCA_000019525.1	Shewanella woodyi ATCC 51908 
GCA_000019545.1	Clostridium botulinum A3 str. Loch Maree 
GCA_000019565.1	Klebsiella variicola 
GCA_000019585.2	Xanthomonas oryzae pv. oryzae PXO99A 
GCA_000019605.1	Candidatus Korarchaeum cryptofilum OPF8 
GCA_000019625.1	Thermotoga sp. RQ2 
GCA_000019645.1	Escherichia coli SMS-3-5 
GCA_000019665.1	Methylacidiphilum infernorum V4 
GCA_000019685.1	Borrelia duttonii Ly 
GCA_000019705.1	Borrelia recurrentis A1 
GCA_000019725.1	Methylobacterium radiotolerans JCM 2831 
GCA_000019745.1	Polynucleobacter necessarius STIR1 
GCA_000019765.1	Xylella fastidiosa M23 
GCA_000019785.1	Leptothrix cholodnii SP-6 
GCA_000019805.1	Pyrobaculum neutrophilum V24Sta 
GCA_000019825.1	Streptococcus pneumoniae G54 
GCA_000019845.1	Beijerinckia indica subsp. indica ATCC 9039 
GCA_000019865.1	Coxiella burnetii CbuG Q212 
GCA_000019885.1	Coxiella burnetii CbuK Q154 
GCA_000019905.1	Exiguobacterium sibiricum 255-15 
GCA_000019925.1	Burkholderia ambifaria MC40-6 
GCA_000019945.1	Methylobacterium populi BJ001 
GCA_000019965.1	Opitutus terrae PB90-1 
GCA_000019985.1	Streptococcus pneumoniae CGSP14 
GCA_000020005.1	Natranaerobius thermophilus JW/NM-WN-LF 
GCA_000020025.1	Nostoc punctiforme PCC 73102 
GCA_000020045.1	Paraburkholderia phymatum STM815 
GCA_000020065.1	Mycoplasma arthritidis 158L3-1 
GCA_000020085.1	Yersinia pseudotuberculosis PB1/+ 
GCA_000020105.1	Neisseria gonorrhoeae NCCP11945 
GCA_000020125.1	Paraburkholderia phytofirmans PsJN 
GCA_000020145.1	Elusimicrobium minutum Pei191 
GCA_000020165.1	Clostridium botulinum B str. Eklund 17B  
GCA_000020185.1	Shigella boydii CDC 3083-94 
GCA_000020205.1	Ralstonia pickettii 12J 
GCA_000020225.1	Akkermansia muciniphila ATCC BAA-835 
GCA_000020245.1	Helicobacter pylori Shi470 
GCA_000020265.1	Rhizobium etli CIAT 652 
GCA_000020285.1	Clostridium botulinum E3 str. Alaska E43 
GCA_000020305.1	Anaplasma marginale str. Florida 
GCA_000020325.1	Sulfurihydrogenibium sp. YO3AOP1 
GCA_000020345.1	Clostridium botulinum Ba4 str. 657 
GCA_000020365.1	Desulfobacterium autotrophicum HRM2 
GCA_000020385.1	Geobacter lovleyi SZ 
GCA_000020405.1	Actinobacillus pleuropneumoniae serovar 7 str. AP76 
GCA_000020425.1	Bifidobacterium longum subsp. infantis ATCC 15697 = JCM 1222 = DSM 20088 
GCA_000020445.1	Rhodopseudomonas palustris TIE-1 
GCA_000020465.1	Chlorobium limicola DSM 245 
GCA_000020485.1	Halothermothrix orenii H 168 
GCA_000020505.1	Chlorobaculum parvum NCIB 8327 
GCA_000020525.1	Chloroherpeton thalassium ATCC 35110 
GCA_000020545.1	Chlorobium phaeobacteroides BS1 
GCA_000020565.1	Candidatus Amoebophilus asiaticus 5a2 
GCA_000020585.3	Alteromonas mediterranea DE 
GCA_000020605.1	[Eubacterium] rectale ATCC 33656 
GCA_000020625.1	Prosthecochloris aestuarii DSM 271 
GCA_000020645.1	Pelodictyon phaeoclathratiforme BU-1 
GCA_000020665.1	Stenotrophomonas maltophilia R551-3 
GCA_000020685.1	Deinococcus deserti VCD115 
GCA_000020705.1	Salmonella enterica subsp. enterica serovar Heidelberg str. SL476 
GCA_000020725.1	Geobacter bemidjiensis Bem 
GCA_000020745.1	Salmonella enterica subsp. enterica serovar Schwarzengrund str. CVM19633 
GCA_000020765.1	Streptococcus equi subsp. zooepidemicus MGCS10565 
GCA_000020785.1	Hydrogenobaculum sp. Y04AAS1 
GCA_000020805.1	Anaeromyxobacter sp. K 
GCA_000020825.1	Acidithiobacillus ferrooxidans ATCC 53993 
GCA_000020865.1	Edwardsiella tarda EIB202 
GCA_000020885.1	Salmonella enterica subsp. enterica serovar Agona str. SL483 
GCA_000020905.1	Desulfurococcus amylolyticus 1221n 
GCA_000020925.1	Salmonella enterica subsp. enterica serovar Dublin str. CT 02021853 
GCA_000020945.1	Coprothermobacter proteolyticus DSM 5265 
GCA_000020965.1	Dictyoglomus thermophilum H-6-12 
GCA_000020985.1	Thermodesulfovibrio yellowstonii DSM 11347 
GCA_000021005.1	Rhodobacter sphaeroides KD131 
GCA_000021025.1	Laribacter hongkongensis HLHK9 
GCA_000021045.1	Azotobacter vinelandii DJ 
GCA_000021065.1	Buchnera aphidicola str. Tuc7  
GCA_000021085.1	Buchnera aphidicola str. 5A  
GCA_000021125.1	
GCA_000021145.1	Acinetobacter baumannii AB307-0294 
GCA_000021165.1	Helicobacter pylori G27 
GCA_000021185.1	Listeria monocytogenes HCC23 
GCA_000021205.1	Bacillus cereus B4264 
GCA_000021225.1	Bacillus cereus AH187 
GCA_000021245.2	Acinetobacter baumannii AB0057 
GCA_000021265.1	Ureaplasma urealyticum serovar 10 str. ATCC 33699 
GCA_000021285.1	Thermosipho africanus TCF52B 
GCA_000021305.1	Bacillus cereus G9842 
GCA_000021325.1	Gluconacetobacter diazotrophicus PA1 5 
GCA_000021345.1	Rhizobium leguminosarum bv. trifolii WSM2304 
GCA_000021365.1	Oligotropha carboxidovorans OM5 
GCA_000021385.1	Desulfovibrio vulgaris str. 'Miyazaki F' 
GCA_000021405.1	Borrelia burgdorferi ZS7 
GCA_000021425.1	Bifidobacterium animalis subsp. lactis AD011 
GCA_000021445.1	Bacillus anthracis str. CDC 684 
GCA_000021465.1	Helicobacter pylori P12 
GCA_000021485.1	Acidithiobacillus ferrooxidans ATCC 23270 
GCA_000021505.1	Candidatus Hodgkinia cicadicola Dsem 
GCA_000021525.1	Rickettsia peacockii str. Rustic 
GCA_000021545.1	Sulfurihydrogenibium azorense Az-Fu1 
GCA_000021565.1	Persephonella marina EX-H1 
GCA_000021605.1	Vibrio cholerae M66-2 
GCA_000021625.1	Vibrio cholerae O395 
GCA_000021645.1	Dictyoglomus turgidum DSM 6724 
GCA_000021665.1	Shewanella baltica OS223 
GCA_000021685.1	Thermomicrobium roseum DSM 5159 
GCA_000021725.1	Nautilia profundicola AmH 
GCA_000021745.1	Methylocella silvestris BL2 
GCA_000021765.1	Thauera sp. MZ1T 
GCA_000021785.1	Bacillus cereus AH820 
GCA_000021805.1	Cyanothece sp. PCC 8801 
GCA_000021825.1	Cyanothece sp. PCC 7424 
GCA_000021845.1	Methylobacterium extorquens CM4 
GCA_000021865.1	Rhodobacter capsulatus SB 1003 
GCA_000021885.1	Haemophilus parasuis SH0165 
GCA_000021905.1	Desulfatibacillum alkenivorans AK-01 
GCA_000021925.1	Desulfitobacterium hafniense DCB-2 
GCA_000021945.1	Chloroflexus aggregans DSM 9485 
GCA_000021965.1	Methanosphaerula palustris E1-9c 
GCA_000021985.1	Thioalkalivibrio sulfidiphilus HL-EbGr7 
GCA_000022005.1	Caulobacter vibrioides NA1000 
GCA_000022025.1	Pseudarthrobacter chlorophenolicus A6 
GCA_000022045.1	Cyanothece sp. PCC 7425 
GCA_000022065.1	[Clostridium] cellulolyticum H10 
GCA_000022085.1	Methylobacterium nodulans ORS 2060 
GCA_000022105.1	Brachyspira hyodysenteriae WA1 
GCA_000022125.1	Desulfovibrio desulfuricans subsp. desulfuricans str. ATCC 27774 
GCA_000022145.1	Anaeromyxobacter dehalogenans 2CP-1 
GCA_000022165.1	Salmonella enterica subsp. enterica serovar Typhimurium str. 14028S 
GCA_000022185.1	Chloroflexus sp. Y-400-fl 
GCA_000022205.1	Halorubrum lacusprofundi ATCC 49239 
GCA_000022225.1	
GCA_000022245.1	Shigella flexneri 2002017 
GCA_000022265.1	Geobacter daltonii FRC-32 
GCA_000022285.1	Wolbachia sp. wRi 
GCA_000022305.1	Acidovorax ebreus TPSY 
GCA_000022325.1	Caldicellulosiruptor bescii DSM 6725 
GCA_000022345.1	Escherichia coli BW2952 
GCA_000022365.1	Thermococcus gammatolerans EJ3 
GCA_000022385.1	Sulfolobus islandicus L.S.2.15 
GCA_000022405.1	Sulfolobus islandicus M.14.25 
GCA_000022425.1	Sulfolobus islandicus M.16.27 
GCA_000022445.1	Sulfolobus islandicus M.16.4 
GCA_000022465.1	Sulfolobus islandicus Y.G.57.14 
GCA_000022485.1	Sulfolobus islandicus Y.N.15.51 
GCA_000022505.1	Bacillus cereus 03BB102 
GCA_000022525.1	Neorickettsia risticii str. Illinois 
GCA_000022545.1	Thermococcus sibiricus MM 739 
GCA_000022565.1	Acidobacterium capsulatum ATCC 51196 
GCA_000022585.1	Vibrio cholerae MJ-1236 
GCA_000022605.2	Blattabacterium sp.  str. Bge 
GCA_000022625.1	Brucella melitensis ATCC 23457 
GCA_000022645.2	Burkholderia glumae BGR1 
GCA_000022665.2	Escherichia coli BL21 
GCA_000022685.1	Methylobacterium extorquens AM1 
GCA_000022705.1	Bifidobacterium animalis subsp. lactis Bl-04 
GCA_000022725.1	Bartonella grahamii as4aup 
GCA_000022745.1	Brucella microti CCM 4915 
GCA_000022765.1	Clostridium botulinum A2 str. Kyoto 
GCA_000022785.1	Rickettsia prowazekii str. Rp22 
GCA_000022805.1	Yersinia pestis D106004 
GCA_000022825.1	Yersinia pestis D182038 
GCA_000022845.1	Yersinia pestis Z176003 
GCA_000022865.1	Bacillus anthracis str. A0248 
GCA_000022885.2	Edwardsiella ictaluri 93-146 
GCA_000022905.1	Corynebacterium aurimucosum ATCC 700975 
GCA_000022925.1	Listeria monocytogenes 08-5923 
GCA_000022945.1	Candidatus Sulcia muelleri SMDSEM 
GCA_000022965.1	Bifidobacterium animalis subsp. lactis DSM 10140 
GCA_000022985.1	Aggregatibacter aphrophilus NJ8700 
GCA_000023005.1	Rickettsia africae ESF-5 
GCA_000023025.1	Teredinibacter turnerae T7901 
GCA_000023045.1	Exiguobacterium sp. AT1b 
GCA_000023065.1	Tolumonas auensis DSM 9187 
GCA_000023085.1	Lactobacillus plantarum JDM1 
GCA_000023105.1	Beutenbergia cavernae DSM 12333 
GCA_000023125.1	Dyadobacter fermentans DSM 18053 
GCA_000023145.1	Corynebacterium kroppenstedtii DSM 44385 
GCA_000023165.1	Mycoplasma mycoides subsp. capri str. GM12 
GCA_000023185.1	Rhizobium leguminosarum bv. trifolii WSM1325 
GCA_000023205.1	Micrococcus luteus NCTC 2665 
GCA_000023225.1	Desulfomicrobium baculatum DSM 4028 
GCA_000023245.1	Actinosynnema mirum DSM 43827 
GCA_000023265.1	Acidimicrobium ferrooxidans DSM 10331 
GCA_000023285.1	Capnocytophaga ochracea DSM 7271 
GCA_000023305.1	Francisella tularensis subsp. tularensis NE061598 
GCA_000023325.1	Kosmotoga olearia TBF 19.5.1 
GCA_000023345.1	Variovorax paradoxus S110 
GCA_000023365.1	Escherichia coli DH1 
GCA_000023385.1	Geobacillus sp. WCH70 
GCA_000023405.1	Brachybacterium faecium DSM 4810 
GCA_000023425.1	Ralstonia pickettii 12D 
GCA_000023445.1	Desulfovibrio salexigens DSM 2638 
GCA_000023465.1	Zunongwangia profunda SM-A87 
GCA_000023545.1	Dickeya paradisiaca Ech703 
GCA_000023565.1	Dickeya chrysanthemi Ech1591 
GCA_000023585.1	Paenibacillus sp. JDR-2 
GCA_000023605.1	Pectobacterium carotovorum subsp. carotovorum PC1 
GCA_000023625.1	Mycobacterium tuberculosis KZN 1435 
GCA_000023645.1	Geobacter sp. M21 
GCA_000023665.1	Escherichia coli 'BL21-GoldpLysS AG' 
GCA_000023685.1	Mycoplasma mycoides subsp. capri str. GM12 
GCA_000023705.1	Methylotenera mobilis JLW8 
GCA_000023725.1	Flavobacteriaceae bacterium 3519-10 
GCA_000023745.1	Methylovorus glucosetrophus SIP3-4 
GCA_000023765.2	Candidatus Liberibacter asiaticus str. psy62 
GCA_000023785.1	Hirschia baltica ATCC 49814 
GCA_000023805.1	Helicobacter pylori 52 
GCA_000023825.1	Pedobacter heparinus DSM 2366 
GCA_000023845.1	Cryptobacterium curtum DSM 15641 
GCA_000023865.1	Saccharomonospora viridis DSM 43017 
GCA_000023885.1	Slackia heliotrinireducens DSM 20476 
GCA_000023905.1	Leptotrichia buccalis C-1013-b 
GCA_000023925.1	Kytococcus sedentarius DSM 20547 
GCA_000023945.1	Halorhabdus utahensis DSM 12940 
GCA_000023965.1	Halomicrobium mukohataei DSM 12286 
GCA_000023985.1	Methanocaldococcus fervens AG86 
GCA_000024005.1	Chitinophaga pinensis DSM 2588 
GCA_000024025.1	Catenulispora acidiphila DSM 44928 
GCA_000024045.1	Cyanothece sp. PCC 8802 
GCA_000024065.1	Jonesia denitrificans DSM 20603 
GCA_000024085.1	Kangiella koreensis DSM 16069 
GCA_000024105.1	Anaerococcus prevotii DSM 20548 
GCA_000024125.1	Robiginitalea biformata HTCC2501 
GCA_000024145.1	Chlamydophila pneumoniae LPCoLN 
GCA_000024165.1	Candidatus Accumulibacter phosphatis clade IIA str. UW-1 
GCA_000024185.1	Methanobrevibacter ruminantium M1 
GCA_000024205.1	Desulfotomaculum acetoxidans DSM 771 
GCA_000024225.1	Atopobium parvulum DSM 20469 
GCA_000024245.1	Zymomonas mobilis subsp. mobilis NCIMB 11163 
GCA_000024265.1	Eggerthella lenta DSM 2243 
GCA_000024285.1	Alicyclobacillus acidocaldarius subsp. acidocaldarius DSM 446 
GCA_000024325.1	Desulfohalobium retbaense DSM 5692 
GCA_000024345.1	Kribbella flavida DSM 17836 
GCA_000024365.1	Nakamurella multipartita DSM 44233 
GCA_000024385.1	Thermomonospora curvata DSM 43183 
GCA_000024405.1	Sebaldella termitidis ATCC 33386 
GCA_000024425.1	Meiothermus ruber DSM 1279 
GCA_000024445.1	Bifidobacterium dentium Bd1 
GCA_000024465.1	Candidatus Puniceispirillum marinum IMCC1322 
GCA_000024505.1	Anaplasma centrale str. Israel 
GCA_000024525.1	Spirosoma linguale DSM 74 
GCA_000024545.1	Stackebrandtia nassauensis DSM 44728 
GCA_000024565.1	Streptobacillus moniliformis DSM 12112 
GCA_000024585.1	Staphylococcus aureus subsp. aureus ED98 
GCA_000024605.1	Ammonifex degensii KC4 
GCA_000024625.1	Methanocaldococcus vulcanius M7 
GCA_000024645.1	Pectobacterium parmentieri WPP163 
GCA_000024665.1	Fibrobacter succinogenes subsp. succinogenes S85 
GCA_000024685.1	Paenibacillus sp. Y412MC10 
GCA_000024705.1	Geobacillus sp. Y412MC61 
GCA_000024725.1	Nitrosococcus halophilus Nc 4 
GCA_000024745.1	Sulfolobus solfataricus 98/2 
GCA_000024765.1	Halothiobacillus neapolitanus c2 
GCA_000024785.1	Gordonia bronchialis DSM 43247 
GCA_000024805.1	Haliangium ochraceum DSM 14365 
GCA_000024825.1	Vibrio antiquarius 
GCA_000024845.1	Rhodothermus marinus DSM 4252 
GCA_000024865.1	Streptosporangium roseum DSM 43021 
GCA_000024885.1	Sulfurospirillum deleyianum DSM 6946 
GCA_000024905.1	Thermanaerovibrio acidaminovorans DSM 6589 
GCA_000024925.1	Sanguibacter keddieii DSM 10542 
GCA_000024945.1	Veillonella parvula DSM 2008 
GCA_000024965.1	Xylanimonas cellulosilytica DSM 15894 
GCA_000024985.1	Sphaerobacter thermophilus DSM 20745 
GCA_000025005.1	Thermobaculum terrenum ATCC BAA-798 
GCA_000025025.1	Dehalococcoides mccartyi VS 
GCA_000025045.1	Lactococcus lactis subsp. lactis KF147 
GCA_000025065.1	Dickeya zeae Ech586 
GCA_000025085.1	Staphylococcus lugdunensis HKU09-01 
GCA_000025105.1	Thermotoga naphthophila RKU-10 
GCA_000025125.1	Candidatus Atelocyanobacterium thalassa isolate ALOHA 
GCA_000025145.2	Staphylococcus aureus 04-02981 
GCA_000025165.1	
GCA_000025185.1	Pirellula staleyi DSM 6068 
GCA_000025205.1	Gardnerella vaginalis 409-05 
GCA_000025225.2	Mageeibacillus indolicus UPII9-5 
GCA_000025245.1	Bifidobacterium animalis subsp. lactis BB-12 
GCA_000025265.1	Conexibacter woesei DSM 14684 
GCA_000025285.1	Archaeoglobus profundus DSM 5631 
GCA_000025305.1	Acidaminococcus fermentans DSM 20731 
GCA_000025325.1	Haloterrigena turkmenica DSM 5511 
GCA_000025345.1	Geodermatophilus obscurus DSM 43160 
GCA_000025365.1	Mycoplasma gallisepticum str. R 
GCA_000025385.1	Mycoplasma gallisepticum str. F 
GCA_000025405.2	Pantoea ananatis LMG 20103 
GCA_000025465.1	Klebsiella variicola At-22 
GCA_000025485.1	Allochromatium vinosum DSM 180 
